TEXT	TRANSLATION
"Calculate the volume under the grid's surface. This is mainly useful for Digital Elevation Models (DEM)."	"Kalkuliere das Volumen unter der Rasteroberfläche. Dieses ist hauptsächlich sinnvoll für Digitale Geländemodelle (DGM)."
"Calculates a variogram surface."	""
"Calculates the gradient based on the values of each triangle's points.\n\n"	"Berechnet den Gradient basierend auf dem Wert eines jeden Dreieckspunktes.\n\n"
"Calculates weights for distance plus one, avoiding division by zero for zero distances"	"Berechnet die Gewichtung für Distanzen plus eins, Teilen durch null wird bei 0-Distanzen vermieden"
"Calculating Catchment Area..."	""
"Calculating Contributing Area"	""
"Calculating danger..."	"Berechne die Gefahr..."
"Calculation"	"Berechnung"
"Calculation Error"	""
"Calculus"	""
"Calculus BSL"	""
"Calibrated Scaling Factor"	""
"Calibrated scaling factor used in the wind effect correction."	""
"Camera"	"Kamera"
"Can't execute a tool while another runs"	"Werkzeugausführung ist nicht möglich, während bereits ein anderes läuft."
"Canberra"	""
"Cancel"	"Abbrechen"
"Candidates"	""
"Canny"	"schlau"
"Canny Edge Detection"	""
"Canopy Background Adjustment"	""
"Canopy Cover"	""
"Canyons, Deeply Incised Streams"	""
"Caps"	""
"Carbon Cycle Simulation for Terrestrial Biomass"	""
"Carbonization"	""
"Cartesian Coordinates"	""
"Cascade"	""
"Case Sensitive"	"Groß-/Kleinschreibungssensitiv"
"Case Sensitive String Comparison"	""
"Case of contiguity"	"im Fall von Nähe"
"Cassini"	""
"Catchment Area"	"Einzugsbereich"
"Catchment Area Calculation"	""
"Catchment Slope"	""
"Catchment area"	"Einzugsbereich Fläche"
"Categorical Coincidence"	""
"Categorical Features"	""
"Categorical Grids"	""
"Categories"	""
"Categories 1"	""
"Categories 2"	""
"Category"	""
"Cation Exchange Capacity"	""
"Cell Area Intersection"	""
"Cell Balance"	"Zellen Gleichgewicht"
"Cell Centers"	""
"Cell Count"	"Zellen Anzahl"
"Cell Height"	""
"Cell Reference"	""
"Cell Size"	"Zellen Größe"
"Cell Sizes"	""
"Cell area of the resulting (empty) or requested grid (g = h1...hn)"	""
"Cell area of the resulting (empty) or requested grid collection (g = h1...hn)"	""
"Cell size"	""
"Cell size of the resulting (empty) or requested grid (g = h1...hn)"	""
"Cell size of the resulting (empty) or requested grid collection (g = h1...hn)"	""
"Cells"	"Zellen"
"Cellsize"	"Zellgröße"
"Cellsize of the output grid [map units]"	""
"Cellular Automata"	"Zelluläre Automaten"
"Cellwise Trend for Grids"	""
"Cellwise temperature correction applying specified temperature lapse rate to surface elevation."	""
"Celsius"	""
"Celsius to Fahrenheit"	"Celsius zu Fahrenheit"
"Center of Triangles"	"Mitte des Dreiecks"
"Center vs. Neighbours"	""
"Centered"	"Zentriert"
"Central Distance"	""
"Central Meridian"	"Zentralmeridian"
"Central Parallel"	"Zentral Parallel"
"Central Projection"	"Zentralprojektion"
"Centre"	"Zentrum"
"Centroid"	""
"Centroid X"	"Schwerpunkt X"
"Centroid Y"	"Schwerpunkt Y"
"Centroids"	"Schwerpunkt"
"Centroids for each part"	"Schwerpunkt für jeden Teil"
"Change Cell Values"	"Ändere Zellwerte"
"Change Color Format"	""
"Change Data Storage"	""
"Change Date Format"	"Ändere Datenformat"
"Change Field Name"	""
"Change Field Type"	"Ändere Feldtyp"
"Change Grid System"	""
"Change Grid Values"	"Ändere Rasterwerte"
"Change Grid Values - Flood Fill"	"Ändere Rasterwerte - Flächenfüllung"
"Change Longitudinal Range for Grids"	""
"Change Longitudinal Range for a Grid Collection"	""
"Change Time Format"	"Änder Zeitformat"
"Change Values"	""
"Change Vector"	"Ändere Vektor"
"Change Vector Analysis"	"Veränderungsvektor Analyse"
"Change a Grid's No-Data Value"	""
"Change a Grid's No-Data Value [Bulk Processing]"	""
"Change all values within radius."	""
"Change display mode. You need to restart SAGA to apply the changes."	""
"Changed"	""
"Changed Grid"	"Geändertes Raster"
"Changed Grids"	""
"Channel"	""
"Channel Definition Threshold (ha)"	"Gewässernetz Definition Schwellenwert (ha) "
"Channel Density"	""
"Channel Direction"	"Gewässer Richtung"
"Channel Initiation Threshold"	""
"Channel Mask"	""
"Channel Network"	"Gewässernetz"
"Channel Network Base Level"	"Gewässernetz Ausgangsniveau"
"Channel Network Distance"	""
"Channel Network and Drainage Basins"	""
"Channel Network: Pass 1"	"Gewässernetz: Durchlauf 1"
"Channel Network: Pass 2"	"Gewässernetz: Durchlauf 2"
"Channel Network: Pass 3"	"Gewässernetz: Durchlauf 3"
"Channel Network: Pass 4"	"Gewässernetz: Durchlauf 4"
"Channel Network: Pass 5"	"Gewässernetz: Durchlauf 5"
"Channel Network: Pass 6"	"Gewässernetz: Durchlauf 6"
"Channel Skeleton"	"Gewässergerüst"
"Channel definition threshold"	""
"Channel network, all other cells NoData"	""
"Channel side slope(m/m)"	"Gewässerseite Neigung (m/m)"
"Channels"	"Gewässer"
"Channels (Raster)"	""
"Channels (Vector)"	""
"Charcoal to Environment"	"Holzkohle zur Umwelt"
"Chart"	""
"Chart Settings"	""
"Chart Type"	"Diagrammtyp"
"Check Vertices"	""
"Check for Building Parts"	""
"Check the fields to export"	""
"Check this in order to include no-data cells in the calculation."	""
"Check this parameter to constrain the query by an attribute range."	""
"Check this parameter to use (only) the point cloud header file to construct the virtual dataset."	""
"Check this to create a new attribute with the reclassification result. If unchecked, the existing attribute is updated."	""
"Check this to import all supported attributes, or select the attributes you want to become imported individually."	""
"Check this to list the single grids of grid collections"	""
"Check to avoid coordinate precision issues with polygon construction, particularly helpful with geographic coordinates or in general with comparatively small cell sizes."	""
"Checked"	""
"Chemical"	""
"Chemical Weathering"	""
"Chessboard"	"Schachbrett"
"Children"	""
"Chip size of reference chip to be found in search chip"	""
"Chip size of search chip, used to find correlating reference chip"	""
"Choice"	""
"Choices"	""
"Choose 'slim' to trace grid node's shadow, 'fat' to trace the whole cell's shadow, or ignore shadowing effects. The first is slightly faster but might show some artifacts."	""
"Choose 'slim' to trace grid node's shadow, 'fat' to trace the whole cell's shadow. The first is slightly faster but might show some artifacts."	""
"Choose Cut from ..."	"Wähle Zuschnitt von.."
"Choose Directory"	"Wechsle Verzeichnis"
"Choose Time Range"	"Wähle Zeitspanne"
"Choose a deposition model."	""
"Choose a flow routing algorithm that shall be used for the overland flow distance calculation:\n- D8\n- MFD"	"Wähle einen Flußroutingalgorithmus der für die über Land Fließdistanzberechnung genutzt werden soll:\n- D8\n- MFD "
"Choose a friction model."	""
"Choose a method"	"Wähle eine Methode"
"Choose a mode of operation."	""
"Choose a process path model."	""
"Choose case: Rook's case contiguity compares only cell which share an edge. Queen's case contiguity compares also cells which share just corners."	"Wähle einen Prozess: Rock´s Prozess der Nähe vergleicht nur Zellen die Kanten teilen. Queen´s Prozess der Nähe vergleicht auch Zellen welche auch Ecken teilen,"
"Choose cell wise, if you have not many polygons. Polygon wise will show much better performance, if you have many (small) polygons."	""
"Choose how to aggregate the values"	""
"Choose how to align the output grid system to the AOI"	""
"Choose how to apply the new value."	""
"Choose how to define the clipping extent."	""
"Choose how to fill no-data cells."	""
"Choose how to handle file paths. With relative paths, you can package the *.spcvf and your point cloud tiles easily."	""
"Choose how to handle output datasets with multiple bands."	""
"Choose how to handle the No Data value of the output grid."	""
"Choose how to sort the elevation dataset before sampling"	""
"Choose if you want to segmentate either on minima or on maxima."	"Wähle bei einer Aufteilung entweder minima oder maxima."
"Choose the activation function used by the neronal network."	""
"Choose the classification constant to use"	""
"Choose the color depth of the red, green, blue values, either 8 bit [0-255] or 16 bit [0-65535]."	""
"Choose the data type of the output attribute."	""
"Choose the file format to write. The format determines which attributes can be written and in which data depth."	""
"Choose the filter method."	""
"Choose the map type to generate."	""
"Choose the method how to insert additional points."	""
"Choose the method how to split the lines, either by a given line length or by the given number of divisions."	""
"Choose the method to apply."	""
"Choose the method to calculate the slope index."	""
"Choose the method to determine the winner polygon."	""
"Choose the mode of motion on hillslope with the 1-parameter friction model."	""
"Choose the mode of operation."	""
"Choose the operation to perform."	""
"Choose the output line type, either polylines or separate lines."	""
"Choose the point data record format to write. The format determines which attributes can be written."	""
"Choose the processing order."	""
"Choose the shape of the kernel."	""
"Choose the training method used for the neronal network."	""
"Choose the type of data used in this model."	""
"Choose the velocity calculation on slope impact with the 1-parameter friction model."	""
"Choose whether the input file's NoData value or a user specified NoData value is written"	"Wähle ob der NoData-Wert der Eingabedatei oder ein vom Benutzer definierter NoData-Wert geschrieben werden soll. "
"Choose whether to apply the filter kernel without modification or to use a confidence interval to relax or amplify the height criterium."	""
"Choose whether to reclassify a Point Cloud or to extract a subset from a Point Cloud."	"Wähle ob Punktwolken reklassifiziert oder eine Teilmenge einer Punktwolke ausgewählt werden soll"
"Choosing a lower value will result in a better numerical precision but also in a longer calculation time."	""
"Circle"	"Kreis"
"Circles"	"Kreise"
"Circular"	"Kreisförmig"
"Cirrus"	""
"Citation"	""
"CityGML file import failed"	""
"CityGML import failed"	""
"Class"	"Klasse"
"Class 1"	""
"Class 2"	""
"Class Definition"	""
"Class Definition File"	""
"Class Identifier"	"Klassenidentifizierer"
"Class Labeling"	""
"Class Name"	""
"Class Selection"	"Klassenauswahl"
"Class Values"	""
"Class name"	""
"Classes"	"Klassen"
"Classes Count"	""
"Classification"	"Klassifizierung"
"Classification 1"	""
"Classification 2"	""
"Classification Constant"	"Klassifizierung Konstant"
"Classification Quality"	""
"Classification look-up table for interpretation of resulting grid cell values."	""
"Classification tools for grids."	"Klassifikationswerkzeug für Raster."
"Classified"	""
"Classified Grid"	""
"Classifier"	""
"Classifiers"	""
"Classify"	""
"Classify Colors of Input"	""
"Claudy 3"	""
"Clay"	"Ton"
"Clay Loam"	""
"Clay and Sand"	""
"Clay and Silt"	""
"Clear"	"Löschen"
"Clear Fast Representativeness"	"Lösche Schnelle Vertreter"
"Clear Generalisation"	"Lösche "
"Clear History"	""
"Clear Reference Points"	""
"Clear Selection"	""
"Clicked shape as new selection"	""
"Cliff Toe Points"	""
"Cliff Top Points"	""
"CliffMetrics"	""
"Climate"	"Klima"
"Climate Classification"	""
"Climate Data"	"Klimadaten"
"Climate Variables"	""
"Climate and Weather"	""
"Climate and Weather Tools"	""
"Climate and Weather|Temperature"	""
"Climate and Weather|Tools"	""
"Climate parameters"	""
"Climatic Precession"	""
"Clip"	""
"Clip Features"	""
"Clip Grid with Polygon"	"Schneide Rasterdaten mit Polygon zu"
"Clip Grid with Rectangle"	""
"Clip Grids"	""
"Clip Points with Polygons"	"Schneide Punkte mit Polygon aus"
"Clip those cells that are covered by the polygons instead of those that are not."	""
"Clip to Extent"	""
"Clipboard"	""
"Clipped Grids"	""
"Clipped Points"	"Ausgeschnittene Punkte"
"Clipping Options"	"Ausschneide Optionen"
"Close"	"Schließen"
"Close All"	"Alles Schließen"
"Close All But This"	""
"Close Database"	""
"Close Gaps"	"Schließe Lücken"
"Close Gaps with Spline"	"Schließe Lücken mit Spline"
"Close Gaps with Stepwise Resampling"	""
"Close One Cell Gaps"	"Schließe Einzellenlücken"
"Close all data sets"	""
"Close now ?"	""
"Closed Depressions"	""
"Closed Gaps Grid"	"Raster mit geschlossenen Lücken"
"Closed Lines"	""
"Closing"	"Schließen"
"Closing Gaps..."	"Schließe Lücken..."
"Cloud"	""
"Cloud Base"	""
"Cloud Detection"	""
"Cloud Differentiation"	""
"Cloud Fractions"	""
"Cloud Height"	""
"Cloud Info"	""
"Cloud Number"	""
"Cloud Overlap"	""
"Cloud Shadow Detection"	""
"Cloud Shadows"	""
"Cloud Signature"	""
"Clouds"	""
"Cluster"	"Gruppe (Cluster)"
"Cluster Analysis"	"Clusteranalyse"
"Cluster Analysis PC"	"Clusteranalyse für Punktwolken"
"Cluster Analysis for Point Clouds"	"Clusteranalyse für Punktwolken"
"Cluster possible values of a categorical variable into K<=maxCategories clusters to find a suboptimal split."	""
"ClusterID"	"Cluster ID"
"Clusters"	"Cluster"
"Clusters, which are closer than this distance to each other, are merged."	""
"Coarse Resolution"	""
"Coast & Aerosol"	""
"Coast Lines Layer"	""
"Coast Points"	""
"Coastal Profile Crossings"	""
"Coastline"	""
"Coastline Curvature"	""
"Coastline Smoothing Algorithm"	""
"Coastline Smoothing Window Size"	""
"Coastline-Normal Profiles"	""
"Coefficient"	""
"Coefficient 0"	""
"Coefficient Interpolation"	""
"Coefficient of Determination"	"Bestimmtheitsmaß"
"Coefficient of Variation"	""
"Coefficients"	""
"Coincidence"	""
"Cold Air Flow"	""
"Cold Air Height"	""
"Cold Air Temperature"	""
"Cold Cloud"	""
"Cold air temperature [degree Celsius]."	""
"Coldest Quarter"	""
"Coldest daily minimum temperature of all frost change days."	""
"Collect"	""
"Collect Samples"	""
"Collect unjoined records from join table."	""
"Collect values"	"Sammele Werte"
"Collection 2 Level 1"	""
"Collection 2 Level 2"	""
"Collection and Level"	""
"Collapse Options"	""
"Color"	"Farbe"
"Color Attribute"	"Farbattribute"
"Color Depth"	""
"Color Fit"	""
"Color Mode"	""
"Color Palette"	"Farbverlauf"
"Color Palette Rotation"	"Farbe Palettenwechsel"
"Color Triangle Composite"	""
"Color by Attribute"	""
"Color depth of the R,G,B (and NIR) values in the input point cloud. 8 bit values will be scaled to 16 bit."	""
"Colored"	""
"Coloring"	""
"Colorisation (PC)"	""
"Colorised Point Cloud"	""
"Colors"	"Farben"
"Colors Palette"	""
"Colors are set"	""
"Colors file could not be exported."	"Farbdatei konnte nicht erstellt werden."
"Colors file could not be imported."	"Farbdatei konnte nicht geladen werden."
"Colors from Features"	""
"Colour"	""
"Colour Attribute"	""
"Colour Normalized Brovey Sharpening"	""
"Colour Normalized Spectral Sharpening"	""
"Colouring"	""
"Colours"	""
"Colours Palette"	""
"Columns"	"Spalten"
"Combination"	""
"Combination A"	"Kombination A"
"Combination B"	"Kombination B"
"Combine Classes"	""
"Combine Grids"	"Verbinde Raster"
"Combined Classes"	""
"Combined Minimum Distance / Hillclimbing"	"kombinierte Minimalentfernung / Bergsteigeralgorithmus"
"Combined Shading"	"Kombinationsschummerung"
"Comma Separated Values"	"durch Kommata getrennte Werte"
"Command Line"	""
"Command Line (with header)"	""
"Commands"	""
"Comment"	"Kommentar"
"Commit"	"Übergeben"
"Commit/Rollback Transaction"	""
"Common Edge"	""
"Common Edge Type of Face Neighbourhood"	""
"Common Vertex"	""
"Compare to Flat Terrain"	""
"Compare with..."	"Vergleiche mit.."
"Component"	"Komponente"
"Composite"	"Gemisch"
"Compound Analyses"	""
"Compound Probability"	"komplizierte Wahrscheinlichkeit"
"Compressed Keyhole Markup Language Files"	""
"Computed flow directions, 0=N, 1=NE, 2=E, ... 7=NW"	"Berechnete Fließrichtung. 0=N, 1=NE, 2=E, ... 7=NW"
"Concentration"	""
"Concentration Approximation Threshold"	""
"Concentration time (h)"	"Sammlungszeit (h)"
"Condition"	"Bedingung"
"Cone (Down)"	"Kegel (abwärts)"
"Cone (Up)"	"Kegel (aufwärts)"
"Cone (down)"	"Kegel (abwärts)"
"Cone (up)"	"Kegel (aufwärts)"
"Confirm"	""
"Confirm Changes"	""
"Confusion"	""
"Confusion Index"	""
"Confusion Matrix"	""
"Confusion Matrix (Polygons / Grid)"	""
"Confusion Matrix (Table Fields)"	""
"Confusion Matrix (Two Grids)"	""
"Connect to Database"	""
"Connect to ODBC Source"	""
"Connect to PostgreSQL"	""
"Connected"	""
"Connected Component Labeling"	""
"Connecting to database"	""
"Connection"	""
"Connection to database failed"	""
"Connections"	""
"Connectivity"	""
"Connectivity Analysis"	""
"Connectivity Index (Pff)."	"Konnektivität Index"
"Connectivity Neighbourhood"	""
"Connectivity Weighting"	"Konnektivität Gewichtung"
"Connectivity [Percent]"	"Konnektivität [Prozent]"
