TEXT	TRANSLATION
"Attribute Field"	"Campo de atributo"
"Attribute Field Properties"	"Propriedades do campo de atributo"
"Attribute Field to Grid"	"Campo de atributo para grade"
"Attribute Identification"	"Identificação do atributo"
"Attribute Table"	"Tabela de atributos"
"Attribute Values"	"Valores de atributo"
"Attribute field number to copy is out of range!"	"Número do campo de atributopara cópia que esteja fora do intervalo!"
"Attribute field number to grid is out of range!"	"Número do campo de atributo da grade que esteja fora do intervalo!"
"Attribute fields one to three (x;y;z) are mandatory!"	"Os campos de atributo (x, y, z) são de preenchimento obrigatório!"
"Attribute is Column ..."	"Atributo é coluna ..."
"Attribute to process."	"Atributo para processar."
"Attribute used for naming the output file(s)"	"Atributo usado para nomear o(s) arquivo(s) de saída"
"Attributes"	"Atributos"
"Attributes to add. Select none to add all"	"Atributos para adicionar. Selecione nenhum para adicionar todos"
"Attributes to import besides x,y,z ..."	"Atributos para importar além de x, y, z ..."
"August"	"Agosto"
"Ausgabedaten"	"Ausgabedaten"
"Ausgangsrasterzelle Flusseinzugsgebiet [Default: Elbe5000]"	"Ausgangsrasterzelle Flusseinzugsgebiet [Padrão: Elbe5000]"
"Auswahl der Art der anteiligen Flaechenwasserwasserentnahme."	"Auswahl der Art der anteiligen Flaechenwasserwasserentnahme."
"Auswahl der Art der dynamischen Flaechenwasserwassernutzung (WUse). ACHTUNG: Funktioniert ggf. nur bei bereits initiierten Systemen bzw. nach Vorlauf"	"Selecionando o tipo de uso da água de superfície dinâmica (Wuse). NOTA: Funciona apenas com os sistemas possivelmente já iniciados"
"Author"	"Autor"
"Automated Cloud Cover Assessment"	"Avaliação automatizada de nebulosidade"
"Automatic"	"Automático"
"Automatically adjust control points to grid's data range"	"Ajustar automaticamente pontos de controle para o intervalo de dados da grade"
"Automatically normalise attributes by standard deviation before clustering."	"Normalizar automaticamente atributos por desvio-padrão antes do agrupamento."
"Automatically normalise grids by standard deviation before clustering."	"Normalizar automaticamente grades por desvio-padrão antes do agrupamento."
"Available Choices"	"Escolhas disponíveis"
"Available Clay"	"Argila disponível"
"Available Connections"	"Conexões disponíveis"
"Available Libraries"	"Bibliotecas disponíveis"
"Available Projections:"	"Projeções disponíveis:"
"Available Sand"	"Areia disponível"
"Available Silt"	"Silt disponível"
"Available Tools"	"Ferramentas disponíveis"
"Average"	"Média"
"Average 2 With Thereshold for Grids calculates average in X and Y distances unsing only the values that differ form central pixel less than a specified threshold. Each value has a weight which is inversely proportional to the distance (method 1)."	"Média com 2 limiares para calcular a média das distâncias de X e Y em grades usando apenas os valores que diferem a forma pixel central inferior a um limite especificado. Cada valor tem um peso que é inversamente proporcional à distância (método 1)."
"Average 3 With Thereshold for Grids calculates average in X and Y distances unsing only the values that differ form central pixel less than a specified threshold. Each value has a weight which is inversely proportional to the distance (method 2)."	"Média com 3 limiares para calcular média das distâncias X e Y em grades usando apenas os valores que diferem a forma do pixel central menor do que um limiar especificado. Cada valor tem um peso que é inversamente proporcional à distância (método 2)."
"Average With Mask 1"	"Média com máscara 1"
"Average With Mask 1 calculates average for cells specified by a mask grid. Cell excluded by the mask grid are NOT used in the average calculation."	"Média com máscara 1, calcula a média para células especificadas por uma grade de máscara. Células excluídas pela grade máscara não são utilizadas no cálculo da média."
"Average With Mask 2"	"Média com máscara 2"
"Average With Mask 2 calculates average for cells specified by a mask grid. However cell excluded by the mask grid are used in the average calculation for right pixels."	"Média com máscara 2, calcula a média para células especificadas por uma grade de máscara. No entanto as células excluídas pela grade de máscara são utilizadas no cálculo da média para os pixels."
"Average With Thereshold 1"	"Média com limiar 1"
"Average With Thereshold 2"	"Média com limiar 2"
"Average With Thereshold 3"	"Média com limiar 3"
"Average With Thereshold for Grids calculates average in X and Y distances unsing only the values that differ form central pixel less than a specified threshold. It's useful to remove noise whit a known maximum reducing the loss of informations"	"Média com limiar para grades calcula a média das distâncias X e Y usando apenas os valores que diferem a forma do pixel central menor do que um limiar especificado. É útil para remover o ruído de partícula ao máximo conhecido, reduzindo a perda de informações"
"Average slope of watercourse: %.2f m/m"	"Inclinação média de curso de água:%.2f m/m"
"Average velocity in watercourse: %.2f m/min"	"Velocidade média no curso de água: %.2f m/min"
"Averaged Connectivity"	"Conectividade média"
"Averages"	"Médias"
"Avg. Curve Number"	"AVG. Número da curva"
"Avg. Manning's N"	"AVG. Tripulação de N"
"Avg. Rainfall Intensity (mm/h)"	"AVG. Intensidade de precipitação (mm / h)"
"Azimuth"	"Azimute"
"Azimuth [Degree]"	"Azimute [graus]"
"Azimuthal Equidistant"	"Azimute equidistante"
"B"	"B"
"B-Spline"	"B-Spline"
"B-Spline Approximation"	"Aproximação B-spline"
"B-Spline Interpolation"	"Interpolação B-Spline"
"B.Bechtel, O.Conrad (c) 2013"	"B.Bechtel, O.Conrad (c) 2013"
"B45 Ratio: Desert detection (step 10)"	"Proporção B45: detecção de deserto (passo 10)"
"B56 Composite (step 6)"	"B56 Composição (passo 6)"
"BD, Bulk density of the top layer [Mg/m3]"	"BD, Densidade da camada superior [Mg / m3]"
"BFAC("	"BFAC("
"BLACK_BLUE"	"PRETO_AZUL"
"BLACK_GREEN"	"PRETO_VERDE"
"BLACK_RED"	"PRETO_VERMELHO"
"BLACK_WHITE"	"PRETO_BRANCO"
"BLUH"	"SUOR"
"BQ("	"BQ("
"BSL"	"BSL"
"BSL Files (*.bsl)"	"Arquivos BSL (*.bsl)"
"BSL Script"	"Script BSL"
"BSL from File"	"Arquivos de BSL"
"Back Slope"	"Retornar Declive"
"Background Color"	"Cor do plano de fundo"
"Background Sample Density [Percent]"	"Densidade de amostra do plano de fundo (porcento)"
"Backpropagation algorithm"	"Algorítimo de retropropagação"
"Backpropagation parameters"	"Parâmetros de retropropagação"
"Backward"	"Para tras"
"Backward Diagonal"	"Diagonal em retrocesso"
"Backward [Page Down]"	"Retrocesso [Página Abaixo]"
"Backward diagonal hatch"	"Escotilha de Retrocesso diagonal "
"Band"	"Banda"
"Band 1"	"Banda 1"
"Band 2"	"Banda 2"
"Band 3"	"Banda 3"
"Band 4"	"Banda 4"
"Band 5"	"Banda 5"
"Band 61"	"Banda 61"
"Band 62"	"Banda 62"
"Band 7"	"Banda 7"
"Band 8"	"Banda 8"
"Band Name Field"	"Campo do nome da banda"
"Band Width"	""
"Band Width for Seed Point Generation"	""
"Bands"	"Bandas"
"Bandwidth (Cells)"	"Largura da banda (Células/pixels)"
"Bare Earth"	"Terra nua"
"Barometric Pressure [mbar]"	"Pressão barométrica [mbar]"
"Bars"	"Barras"
"Base 10 Logarithm"	"Logaritmo de base 10"
"Base Level"	"Nível de base"
"Base Map"	"Mapa base"
"Base Name"	"Nome base"
"Base Probability"	"Probabilidade base"
"Basic Terrain Analysis"	"Análises básicas de terreno"
"Basic measures for spatial point patterns."	"Medidas básicas para padrões de pontos espaciais."
"Basin Type (Gravelius)"	"Tipo de bacia (Gravelius)"
"Basins"	"Bacias"
"Be sure to read and understand the usage agreement or terms of service before you use a base map server."	""
"Beep when finished"	"Bip quando terminar"
"Begin Transaction"	"Comece a Transação"
"Below this threshold precipitation will fall as snow"	"Abaixo deste limiar a precipitação vai cair como a neve"
"Beruecksichtigung der Hauptgerinnerasterzellen?"	"Apreciação de Hauptgerinnerasterzellen?"
"Beta"	"Beta"
"Bicubic Spline"	"Spline (Ranhura) bicúbico"
"Bicubic Spline Interpolation"	"Interpolação de Spline (ranhura) Bicúbico"
"Bifurcation"	"Bifurcação"
"Big Endian (Motorola)"	"Grande Endian (Motorola)"
"Bilinear"	"Bilinear"
"Bilinear Interpolation"	"Interpolação bilinear"
"Binary Byte Order"	"Ordem binária de Byte"
"Binary Encoding"	"Codificação binária"
"Binary Erosion-Reconstruction"	"Reconstrução de erosão binária"
"Binary object mask"	"Máscara de objeto binário"
"Birth Rate of Fishes"	"Taxa de de natalidade dos Peixes"
"Birth Rate of Sharks"	"Taxa de natalidade de tubarões"
"Blending Distance"	"Distância de mesclagem"
"Block Kriging"	"Bloco de kringagem"
"Block Size"	"Tamanho do bloco"
"Blocks"	"Blocos"
"Blue"	"Azul"
"Blue (TM 1)"	"Azul (TM 1)"
"Blue Reflectance"	"Reflectância Azul"
"Board"	"Borda"
"Boehner & Selige 2006"	"Boehner & Selige 2006"
"Boehner's Simple Language (BSL) is a macro script language for grid based calculations."	"Linguagem simples de Boehner (BSL) é uma linguagem de macro script para cálculos baseados em grade."
"Bonne"	"Bom"
"Boolean"	"Booleano"
"Border"	"Borda"
"Border Color"	"Cor da borda"
"Borders"	"Bordas"
"Bottom"	"Base"
"Bottom to Top"	"De baixo para cima"
"Bottom-Top"	""
"Boundaries"	"Limites"
"Boundaries: the simple filter will only operate on grid cells which fall in the same shape"	"Limites: o filtro simples funcionará apenas em células da grades que caem no mesmo shape"
"Boundary Effect"	"Efeito de contorno"
"Boundary Effect Color"	"Cor do efeito de contorno"
"Bounding Box"	"Caixa de entorno"
"Bounding Box [B]"	"Caixa de contorno [B]"
"Branches"	"Ramos"
"Branches to Litter"	"Ramos para Ninhada"
"Braunschweiger Reliefmodell"	"Modelo de alívio Braunschweiger"
"Breaks"	"Quebras"
"Brightness"	"Brilho"
"Buffer"	"Buffer"
"Buffer Distance"	"Distância de buffer"
"Buffer Grid"	"Buffer de grade"
"Buffer Size MB"	"Tamanho do buffer MB"
"Buffer Size [MB]"	"Tamanho do buffer [MB]"
"Buffer distance"	"Distância do buffer"
"Buffer distance (grid units)."	"Distância do buffer (Unidades da grade)."
"Buffer distance [map units]."	"Distância do buffer [unidades do mapa]."
"Build Histogram..."	"Construir Histograma ..."
"Buildings"	"Construções"
"Bulk density top layer"	"Densidade aparente de camada superior"
"Burn Stream Network into DEM"	"Fluxo em rede de gravadas em DEM"
"Burned Streams"	"Fluxos produzidos"
"Button"	"Botão"
"Bypass second-pass processing, and merge warm (not ambiguous) and cold clouds"	"Processamento de desvio segundo a derivação e mesclar nuvens frias (sem abiguidade)"
"Byte Order"	"Ordem de byte"
"Byte order when writing floating point values in binary format"	"Ordem de bytes ao escrever valores de ponto flutuante em formato binário"
"Bytewise Interpolation"	"Interpolação de Bytewise"
"C"	"C"
"C Correction"	"Correção C"
"C Factor"	"Fator C"
"C-SVC"	"C-SVC"
"CC, canopy cover expressed as a portion [between 0-1] of the soil surface protected by vegetation or crop"	"CC, cobertura do dossel expressa como uma porção [entre 0-1] da superfície do solo protegido por vegetação ou colheita"
"CCD Physical Pixel Size [micron]"	"Tamanho Físico do pixel CCD [mícron]"
"CELLS"	"CÉLULAS"
"CELLSIZE"	"TAMANHO DA CÉLULA"
"CENTER"	"CENTRO"
"CFAC("	"CFAC("
"CFit\n(created by SAGA Wizard)."	"CFit\n(criado pelo Assistente SAGA)."
"CLASS"	"CLASSE"
"CLASS_ID"	"CLASSE_ID"
"CLASS_NR"	"CLASSE_NR"
"CLUSTER"	"CONJUNTO"
"COLOR"	"COR"
"CONTIGUITY"	"CONTIGUIDADE"
"COUNT"	"CONTARGE"
"CRS Database"	"Banco de dados CRS"
"CRS Dictionary"	"Dicionário CRS"
"CSV Files (*.csv)"	"Arquivos CSV "
"CUMUL"	"CUMUL"
"Cache"	"Cache"
"Cache Directory"	"Diretório do cache"
"Cache Size"	"Tamanho do cache"
"Calculate distribution quantiles. Value specifies interval (median=50, quartiles=25, deciles=10, ...). Set to zero to omit quantile calculation."	"Calcule quantis de distribuição. Valor especificado de intervalo (mediana = 50, quartis = 25, decis = 10, ...). Defina como zero para omitir o cálculo dos quantis."
"Calculate the volume under the grid's surface. This is mainly useful for Digital Elevation Models (DEM)."	"Calcule o volume sob a superfície da grade. Isto é útil para Modelos Digitais de Elevação (MDE)."
"Calculates the gradient based on the values of each triangle's points.\n\n"	"Calcula o gradiente com base nos valores de pontos de cada triângulo.\n\n"
"Calculates weights for distance plus one, avoiding division by zero for zero distances"	"Calcula pesos para a distâncias de mais de um, evitando a divisão por zero para distâncias iguais a zero"
"Calculating Catchment Area..."	"Calculando Área de Influência ..."
"Calculating Contributing Area"	"Calculando Contribuição de Área"
"Calculating danger..."	"Calculando perigo ..."
"Calculation"	"cálculo"
"Calculation Error"	"Erro no cálculo"
"Calculus"	"Cálculo"
"Calculus BSL"	"Cálculo BSL"
"Calibrated Digital Number"	"Número Digital Calibrado"
"Calibration Constants"	"Constantes de calibração"
"Camera"	"Câmera"
"Can't execute a tool while another runs"	"Não é possível executar uma ferramenta, enquanto outra é executada"
"Cancel"	"Cancelar"
"Canny"	"Prudente"
"Canopy Background Adjustment"	"Ajuste de fundo do dossel"
"Canopy Cover"	"Capa de dorsel"
"Canyons, Deeply Incised Streams"	"Dorsel, em fluxos profundamente insisos"
"Carbon Cycle Simulation"	"Simulação do ciclo do carbono"
"Carbonization Factor"	"Fator de carbonização"
"Cartesion Coordinates"	"Coordenadas cartesianas"
"Cascade"	"Cascata"
"Case Sensitive"	"Sensível ao Caractere"
"Case of contiguity"	"Caso de contiguidade"
"Cassini"	"Cassini"
"Catchment Area"	"Área de captação"
"Catchment Area Calculation"	"Cálculo da área de captação"
"Catchment area"	"Área de captação"
"Catchment slope"	"inclinação de captação"
"Categorical Features"	"Feições categorizadas"
"Categorical Grids"	"Grades categorizadas"
"Categories"	"Categorias"
"Category"	"Categoria"
"Cell Balance"	"Saldo de célula"
"Cell Count"	"Número de Células"
"Cell Count (X)"	"Contagem de célula"
"Cell Count (Y)"	"Contagem de célula"
"Cell Height"	"Altura da célula"
"Cell Size"	"Tamanho da Célula"
"Cell Sizes"	"Tamanhos das células"
"Cell size"	"Tamanho da célula"
"Cells"	"Células"
"Cellsize"	"Tamanho da célula"
"Cellsize of the output grid [map units]"	"Tamanho da célula para a grade de saída [unidades do mapa]"
"Cellular Automata"	"Autômatos de células"
"Celsius to Fahrenheit"	"Celsius para Fahrenheit"
"Center Versus Neighbours"	"Centro versus vizinhanças"
"Center of Triangles"	"Centro de Triângulos"
"Centered"	"Centralizado"
"Central"	"Central"
"Central Distance"	"Distância central"
"Central Meridian"	"Meridiano central"
"Central Parallel"	"Paralelo central"
"Central Projection"	"Projeção central"
"Central Projection Distance"	"Distância da projeção central"
"Centre"	"Centro"
"Centroid X"	"Centroide X"
"Centroid Y"	"Centroide Y"
"Centroids"	"Centroides"
"Centroids for each part"	"Centróides para cada parte"
"Change Cell Values"	"Alterar valores das células"
"Change Color Format"	"Alterar formato de cor"
"Change Data Storage"	"Alterar armazenamento de dados"
"Change Date Format"	"Alterar formado da data"
"Change Field Type"	"Alterar tipo do campo"
"Change Grid Values"	"Alterar valores da grade"
"Change Grid Values - Flood Fill"	"Alterar valores da grade - preenchimento"
"Change Longitudinal Range for Grids"	"Alterar faixa longitudinal de grades"
"Change Time Format"	"Alterar formato de tempo"
"Change Vector"	"Alterar vetor"
"Change Vector Analysis"	"Análises de alteração de vetor"
"Change all values within radius."	"Alterar todos os valores dentro do raio."
"Changed"	"Alterado"
"Changed Grid"	"Grade alterado"
"Channel"	"Canal"
"Channel Definition Threshold (ha)"	"Limiar de definição de canais (ha)"
"Channel Density"	"Densidade do canal"
"Channel Direction"	"Direção do canal"
"Channel Initiation Threshold"	"Limiar de iniciação do canal"
"Channel Mask"	"Máscara de canal"
"Channel Network"	"Rede de Drenagem"
"Channel Network Base Level"	"Base de nível da rede de canais"
"Channel Network Distance"	"Distância da rede de canais"
"Channel Network and Drainage Basins"	"Rede de Drenagem e Bacias Hidrográficas"
"Channel Network: Pass 1"	"Rede de canais: Passo 1"
"Channel Network: Pass 2"	"Rede de canais: Passo 2"
"Channel Network: Pass 3"	"Rede de canais: Passo 3"
"Channel Network: Pass 4"	"Rede de canais: Passo 4"
"Channel Network: Pass 5"	"Rede de canais: Passo 5"
"Channel Network: Pass 6"	"Rede de canais: Passo 6"
"Channel Skeleton"	"Esqueleto do canal"
"Channel definition threshold"	"Limiar de definição de canal"
"Channel network, all other cells NoData"	"Rede de canais, SemDados para todas as outras células"
"Channel side slope(m/m)"	"Inclinação lateral do canal (m/m)"
"Channels"	"Canais"
"Channels (Raster)"	"Canais (Raster)"
"Channels (Vector)"	"Canais (Vetor)"
"Charcoal to Environment"	"Carvão para o Meio Ambiente"
"Chart"	"Gráfico"
"Chart (bars):"	"Gráfico (barras)"
"Chart (sectors):"	"Gráfico (seletores)"
"Chart Type"	"Tipo do gráfico"
"Check Point Validity"	"Verifique o ponto de validade"
"Check Vertices"	"Verifique vértices"
"Check for Building Parts"	"Verifique se há partes de construção"
"Check the fields to export"	"Verifique os campos para exportação"
"Check this in order to include NoData cells in the calculation."	"Marque esta, a fim de incluir células SemDados no cálculo. "
"Check this in order to include NoData points in the calculation."	"Marque esta, a fim de incluir pontos SemDados no cálculo."
