TEXT	TRANSLATION
[CAP] Width	Weite
[CAP] Workspace	Arbeitsumgebung
[CAP] X Axis	X-Achse
[CAP] Y Axis	X-Bezeichnung
[CAP] Z-Factor	Z-Faktor
[CAP] Zoom to added layer	Zoome zur hinzugefügten Ebene
[CAP] [no items]	[keine Objekte]
[CAP] [none]	[nicht gesetzt]
[CMD] About SAGA	Über SAGA
[CMD] Action	Aktion
[CMD] Add Field	Feld hinzufügen
[CMD] Add Part	Segment hinzufügen
[CMD] Add Position [A]	Position hinzufügen [A]
[CMD] Add Project	Projekt hinzufügen
[CMD] Add Record	Datensatz hinzufügen
[CMD] Add Shape	Objekt hinzufügen
[CMD] Anaglyph [S]	
[CMD] Arrange Icons	Ikonen anordnen
[CMD] Backward	Zurück
[CMD] Cascade	Überlappend
[CMD] Central Projection	Zentralprojektion
[CMD] Clear	Löschen
[CMD] Close	Schließen
[CMD] Close All	Alle schliessen
[CMD] Convert To Table	In Tabelle umwandeln
[CMD] Copy	Kopieren
[CMD] Copy Settings from other Layer	Kopiere Einstellungen von anderer Ebene
[CMD] Create HTML Documentation	Erzeuge HTML Dokumentation
[CMD] Create Lookup Table	Nachschlagetabelle erstellen
[CMD] Create Normalised Classification	Normalisierte Klassifikation erstellen
[CMD] Create Script Command File	Erzeuge Skript Kommando-Datei
[CMD] Cumulative	Kumulativ
[CMD] Decrease Diagram Size	Diagrammgröße verringern
[CMD] Decrease Exaggeration [F1]	Überhöhung verringern [F1]
[CMD] Decrease Eye Distance	Verringere Augenentfernung
[CMD] Decrease Perspectivic Distance [F5]	Verringere perspektivische Distanz [F5]
[CMD] Delete All Positions	Alle Positionen löschen
[CMD] Delete All Records	Entferne alle Datensätze
[CMD] Delete Fields	Entferne Felder
[CMD] Delete Last Position [D]	Letzte Position löschen [D]
[CMD] Delete Selected Part	Entferne ausgewählten Teil
[CMD] Delete Selected Point	Ausgewählten Punkt löschen
[CMD] Delete Selected Record(s)	Ausgewählten Datensatz löschen
[CMD] Delete Selected Shape(s)	Entferne ausgewählte Vektoren
[CMD] Down	Ab
[CMD] Edit Positions	Positionen editieren
[CMD] Edit Selected Shape	Ausgewähltes Vektorobjekt editieren
[CMD] Execute	Ausführen
[CMD] Exit	Beenden
[CMD] Exit SAGA	SAGA beenden
[CMD] Fit Column Sizes	Spaltengröße anpassen
[CMD] Fit Diagram to Window	Diagramm an Fenster anpassen
[CMD] Fit Grid Colors To Map Extent	Rasterfarben an Ausschnitt anpassen
[CMD] Fit Row Sizes	Reihengröße anpassen
[CMD] Fit Scale...	Maßstab anpassen...
[CMD] Forward	Vorwärts
[CMD] Help	Hilfe
[CMD] Increase Diagram Size	Diagrammgröße vergrößern
[CMD] Increase Exaggeration [F2]	Überhöhung verstärken [F2]
[CMD] Increase Eye Distance	Augendistanz vergrößern
[CMD] Increase Perspectivic Distance [F6]	perspektivische Distanz vergrößern
[CMD] Insert Record	Datensatz einfügen
[CMD] Interpolated Colors	Interpolierte Farben
[CMD] Invert Selection	Auswahl invertieren
[CMD] Left	Links
[CMD] Left [F3]	Links [F3]
[CMD] Load	Laden
[CMD] Load Grid	Lade Raster
[CMD] Load Module Library	Lade Modulbibliothek
[CMD] Load Point Cloud	Lade Punktwolke
[CMD] Load Project	Lade Projekt
[CMD] Load Settings	Lade Einstellungen
[CMD] Load Shapes	Lade Vektordaten
[CMD] Load TIN	Lade TIN
[CMD] Load Table	Lade Tabelle
[CMD] Measure Distance	Messe Entfernung
[CMD] Move Down	Eine Ebene nach unten
[CMD] Move To Bottom	Ganz nach unten
[CMD] Move To Top	Ganz nach oben
[CMD] Move Up	Eine Ebene nach oben
[CMD] New Project	Neues Projekt
[CMD] Next	Nächstes
[CMD] Page Setup	Seite einrichten
[CMD] Pan	Verschieben
[CMD] Play And Save As Images...	Abspielen und als Bilder speichern
[CMD] Play Loop [L]	Wiederholt abspielen
[CMD] Play Once [P]	Apspielen
[CMD] Previous	Voriges
[CMD] Print	Drucken
[CMD] Print Preview	Druckvorschau
[CMD] Print Setup	Drucker einrichten
[CMD] Properties	Eigenschaften
[CMD] Rename Fields	Felder umbenennen
[CMD] Right	Rechts
[CMD] Right [F4]	Rechts [F4]
[CMD] Save As Image when changed	Speichere als Bild wenn geändert
[CMD] Save As Image...	Als Bild speichern...
[CMD] Save Grid	Raster speichern
[CMD] Save Grid As Image...	Raster als Bilddatei speichern...
[CMD] Save Grid As...	Raster speichern unter...
[CMD] Save Legend to Clipboard [Ctrl+L]	Legende in Zwischenablage speichern [Strg+L)
[CMD] Save Point Cloud	Punktwolke speichern
[CMD] Save Point Cloud As...	Punktwolke speichern als..
[CMD] Save Project	Projekt speichern
[CMD] Save Project As...	Projekt speichern unter
[CMD] Save Shapes	Vektordaten speichern
[CMD] Save Shapes As...	Vektordaten speichern unter...
[CMD] Save TIN	TIN speichern
[CMD] Save TIN As...	TIN speichern unter...
[CMD] Save Table	Tabelle speichern
[CMD] Save Table As...	Tabelle speichern unter...
[CMD] Save to Clipboard [Ctrl+C]	In Zwischenablage speichern [Strg+C]
[CMD] Search for...	
[CMD] Set Range to Minmum/Maximum	Minimum/Maximum als Bereich auswählen
[CMD] Set Range to Standard Deviation (1.5)	Standardabweichung (1,5) als Bereich auswählen
[CMD] Set Range to Standard Deviation (2.0)	Standardabweichung (2,0) als Bereich auswählen
[CMD] Show	Anzeigen
[CMD] Show 3D-View	3D-Ansicht anzeigen
[CMD] Show Diagram	Diagramm anzeigen
[CMD] Show Grid	Raster anzeigen
[CMD] Show Histogram	Histogramm anzeigen
[CMD] Show Horizontal Legend	Legende horizontal anzeigen
[CMD] Show Layer	Schicht anzeigen
[CMD] Show Map	Karte anzeigen
[CMD] Show Message Window	Nachrichten anzeigen
[CMD] Show Object Properties	Objekteigenschaften anzeigen
[CMD] Show Point Cloud	Punktwolke anzeigen
[CMD] Show Print Layout	Kartenlayout anzeigen
[CMD] Show Scatterplot	Scatterplot anzeigen
[CMD] Show Shapes	Vektordaten anzeigen
[CMD] Show TIN	TIN anzeigen
[CMD] Show Table	Tabelle anzeigen
[CMD] Show Toolbar	Werkzeugleiste anzeigen
[CMD] Show Vertical Legend	Legende vertikal anzeigen
[CMD] Show Workspace	Arbeitsumgebung anzeigen
[CMD] Sort Fields	Felder sortieren
[CMD] Sort Selection to Top	Sortierte Auswahl nach oben
[CMD] Synchronise Map Extents	Kartenausschnitte synchronisieren
[CMD] Tile Horizontally	Horizontal anordnen
[CMD] Tile Vertically	Vertikal anordnen
[CMD] Tip of the Day...	Tipp des Tages...
[CMD] UNRECOGNISED COMMAND ID	NICHT ERKANNTE KOMMANDO ID
[CMD] Up	Auf
[CMD] Update Data	Daten aktualisieren
[CMD] Zoom	Vergrößerung
[CMD] Zoom To Active Layer	Auf ausgewählte Schicht zoomen
[CMD] Zoom To Extent	Auf Erstreckung zoomen
[CMD] Zoom To Full Extent	Auf volle Erstreckung zoomen
[CMD] Zoom To Next Extent	Auf nächste Erstreckung zoomen
[CMD] Zoom To Previous Extent	Auf vorige Erstreckung zoomen
[CMD] Zoom To Selection	Auf ausgewählte Elemente zoomen
[DAT] Cell size	Zellgröße
[DAT] Grid	Raster
[DAT] Line	Linie
[DAT] Lower left corner	Linke untere Ecke
[DAT] Number of cells	Anzahl der Zellen
[DAT] Point	Punkt
[DAT] Point Cloud	Punktwolke
[DAT] Points	Punkte
[DAT] Polygon	
[DAT] Shapes	Vektordaten
[DAT] TIN	
[DAT] Table	Tabelle
[DAT] Undefined	Undefiniert
[DAT] [not set]	[nicht gesetzt]
[DAT] new	neu
[DLG] Add layer to selected map	Datensatz zu ausgewählter Karte hinzufügen
[DLG] Delete selected point(s).	
[DLG] Delete selected shape(s).	Ausgewählte Vektordatenelemente löschen
[DLG] Invalid parameters!	Ungültige Parameter
[DLG] Please enter a numeric value:	Bitte geben Sie einen Zahlenwert ein:
[DLG] Save changes?	Änderungen speichern?
[DLG] Scale 1 : 	Maßstab 1 : 
[DLG] Select a layer to copy settings from it.	Eine Ebene zum Kopieren der Einstellungen auswählen.
[DLG] Set selected values to no data.	Auswahl als \'Keine Daten\' markieren.
[ERR] Calculation Error	Kalkulationsfehler
[ERR] Can't execute a module while another runs	Modul kann nicht ausgeführt werden, während ein anderes läuft
[ERR] Could not save PDF file.	PDF-Datei konnte nicht gespeichert werden.
[ERR] DBase file could not be opened.	Dbase-Datei konnte nicht geöffnet werden.
[ERR] DBase file does not contain any records.	DBase-Datei enthält keine Datensätze.
[ERR] Error: Continue anyway ?	Fehler: Fortsetzung unbestimmt
[ERR] Grid file could not be opened.	Rasterdatei konnte nicht geöffnet werden
[ERR] Grid file could not be saved.	Raster konnte nicht gespeichert werden
[ERR] Internal system error	Interner Systemfehler
[ERR] Invalid data set!	Ungültiger Datensatz!
[ERR] Invalid data!	Ungültige Daten!
[ERR] Invalid display size!	Ungültiger Ausgabebereich!
[ERR] Invalid library	Ungültige Bibliothek
[ERR] Library could not be loaded	Bibliothek konnte nicht geöffnet werden
[ERR] Library does not contain any modules	Bibliothek enthält keine Module
[ERR] Library has already been loaded	Bibliothek wurde bereits geladen
[ERR] Module caused access violation!	Modul erzeugt Zugriffsverletzung!
[ERR] Shape file could not be opened.	Vektordatei konnte nicht geöffnet werden
[ERR] There was a problem printing.\nPerhaps your current printer is not set correctly?	Es gab ein Druckproblem.\nVielleicht ist Ihr Drucker nicht korrekt eingestellt?
[ERR] Unknown Error	Unbekannter Fehler
[ERR] You canceled printing	Sie haben den Druckvorgang abgebrochen
[ERR] corrupted file header	Beschädigter Dateikopf
[ERR] corrupted record header	Beschädigter Datensatzkopf
[ERR] corrupted shapefile.	Beschädigte Vektordatei
[ERR] dbase file could not be opened	DBase-Datei kann nicht geöffnet werden
[ERR] file could not be opened.	Datei konnte nicht geöffnet werden
[ERR] incompatible file.	inkompatible Datei
[ERR] index file could not be opened	Indexdatei kann nicht geöffnet werden
[ERR] invalid file code	unzulässiger Dateicode
[ERR] memory allocation error.	Speicherzuordnungsfehler
[ERR] no records in file.	keine Datensätze in der Datei
[ERR] shape file could not be opened.	Vektordatei konnte nicht geöffnet werden
[ERR] unable to create file.	Datei konnte nicht erzeugt werden
[ERR] unsupported file version	nicht unterstützte Dateiversion
[ERR] unsupported shape type.	nicht unterstützter Vektortyp
[FLD] Attribute	Attribute
[FLD] Central Projection	Zentralprojektion
[FLD] Exaggeration	Überhöhung
[FLD] Grid	Raster
[FLD] Icon	Piktogramm
[FLD] Index Layer	Index Schicht
[FLD] Name	
[FLD] PDF Document	PDF Dokument
[FLD] Paper Format	Papierformat
[FLD] Rotate X	Drehung X
[FLD] Rotate Y	Drehung Y
[FLD] Rotate Z	Drehung Z
[FLD] Round Scale	Gerundeter Massstab
[FLD] SVG File	SVG Datei
[FLD] Shapes	Vektordaten
[FLD] Shift X	Verschiebung X
[FLD] Shift Y	Verschiebung Y
[FLD] Shift Z	Verschiebung Z
[FLD] Steps to Next	Anzahl der Schritte
[FLD] Title	Titel
[FLD] Value	Wert
[HLP] Execute Module	Modul ausführen
[HST] Created from file	Von Datei geladen
[MNU] ?	
[MNU] Attributes	Attribute
[MNU] Classification	Klassifikation
[MNU] Classificaton	Klassifikation
[MNU] Edit	Editieren
[MNU] File	Datei
[MNU] Grid	Rasterdaten
[MNU] Modules	Module
[MNU] Point Cloud	Punktwolke
[MNU] Project	Projekt
[MNU] Rotation	Drehung
[MNU] Sequencer	Sequenzer
[MNU] Shapes	Vektordaten
[MNU] Shift	Verschiebung
[MNU] TIN	
[MNU] Table	Tabelle
[MNU] Window	Fenster
[MSG] Build Histogram...	Histogramm erstellen...
[MSG] Close	Schließe
[MSG] Close Library	Schließe Bibliothek
[MSG] Close table	Schließe Tabelle
[MSG] Could not load project.	Projekt konnte nicht geladen werden
[MSG] Could not save project.	Projekt konnte nicht gespeichert werden
[MSG] Create TIN from shapes	TIN aus Vektordatensatz erstellen
[MSG] Executing module	Modul ausführen
[MSG] Execution has been stopped by user!	Modulausführung von Benutzer abgebrochen!
[MSG] Interactive module execution failed	Ausführung des interaktiven Moduls schlug fehl
[MSG] Interactive module execution has been started	Ausführung des interaktiven Moduls wurde gestartet
[MSG] Interactive module execution has been stopped	Ausführung des interaktiven Moduls wurde beendet
[MSG] Load grid	Lade Rasterdaten
[MSG] Load library	Lade Bibliothek
[MSG] Load point cloud	Lade Punktwolke
[MSG] Load project	Lade Projekt
[MSG] Load shapes	Lade Vektordaten
[MSG] Load table	Lade Tabelle
[MSG] Module execution failed	Modulausführung schlug fehl
[MSG] Module execution succeeded	Modul wurde erfolgreich ausgeführt
[MSG] Project has been saved.	Projekt wurde gespeichert
[MSG] Project has been successfully loaded.	Projekt wurde erfolgreich geladen
[MSG] Save as Interactive SVG	Speichere als interaktive SVG
[MSG] Save grid	Rasterdaten speichern
[MSG] Save point cloud	Speichere Punktwolke
[MSG] Save shapes	Vektordaten speichern
[MSG] Save table	Tabelle speichern
[MSG] Save to PDF	Als PDF speichern
[MSG] Shall execution be stopped?	Soll die Ausführung abgebrochen werden?
[MSG] could not read project file.	Projektdatei konnte nicht gelesen werden.
[MSG] failed	fehlgeschlagen
[MSG] file does not exist.	Datei existiert nicht
[MSG] has already been loaded	bereits geladen
[MSG] invalid project file.	unzulässige Projektdatei.
[MSG] no data entries in project file.	keine Dateneinträge in der Projektdatei.
[MSG] okay	erfolgreich
[PRM] Boolean	Wahrheitswert
[PRM] Choice	Auswahl
[PRM] Color	Farbe
[PRM] Colors	Farben
[PRM] Data Object	Datensatz
[PRM] Data Objects	Datensätze
[PRM] Degree	Grad
[PRM] File path	Dateipfad
[PRM] Floating point	Fließkommazahl
[PRM] Font	Schrift
[PRM] Frame Width [Pixels]	Rahmenbreite (Pixel)
[PRM] Grid	Raster
[PRM] Grid list	Liste von Rastern
[PRM] Grid system	Rastersystem
[PRM] Grids	Raster
[PRM] Integer	Ganzzahl
[PRM] Legend	Legende
[PRM] Long text	Langer Text
[PRM] Map Height [Pixels]	Kartenhöhen (Pixel)
[PRM] Map Width [Pixels]	Kartenbreite (Pixel)
[PRM] Node	Knoten
[PRM] Options	Optionen
[PRM] Parameter	
[PRM] Parameters	Parameterliste
[PRM] Point Cloud	Punktwolke
[PRM] Point Cloud list	Punktwolke auflisten
[PRM] Point Clouds	Punktwolken
[PRM] Save	Speichern
[PRM] Save Georeference (world file)	Georeferenz speichern
[PRM] Save KML file	KML-Datei speichern
[PRM] Shapes	Vektordaten
[PRM] Shapes list	Liste von Vektordaten
[PRM] Static table	Statische Tabelle
[PRM] TIN	
[PRM] TIN list	TIN Liste
[PRM] Table	Tabelle
[PRM] Table field	Tabellenfeld
[PRM] Table list	Liste von Tabellen
[PRM] Tables	Tabellen
[PRM] Text	
[PRM] Value range	Wertebereich
[PRM] Zoom	
[TXT] Close all data sets	Alle Datensätze schliessen
[TXT] Do you want to delete the selection?	Wollen Sie die Auswahl entfernen?
[TXT] Do you want to exit SAGA?	Wollen Sie SAGA beenden?
[TXT] No data loaded.	Keine Daten geladen.
[TXT] No description available	Keine Beschreibung verfügbar
[TXT] No parameters available.	Keine Parameter verfügbar
[TXT] SAGA\nSystem for Automated Geoscientific Analyses\nVersion 2.0	SAGA\nSystem für Automatisierte Geowissenschaftliche Analysen\nVersion 2.0
[TXT] This is not a text!	Dieses ist kein Text!
[TXT] grid system	Rastersystem
[TXT] grid systems	Rastersysteme
[VAL] B-Spline	
[VAL] Backward Diagonal	Schräg nach links
[VAL] Bicubic Spline	Bikubischer Spline
[VAL] Bilinear	
[VAL] Cross	Gekreuzt
[VAL] Cross Diagonal	Schräg gekreuzt
[VAL] Dot And Dash	Punkt und Strich
[VAL] Dotted	Gepunktet
[VAL] File Cache	Dateipuffer
[VAL] Forward Diagonal	Schräg nach rechts
[VAL] Graduated Color	Abgestufter Farbverlauf
[VAL] Horizontal	
[VAL] Inverse Distance	Umgekehrte Distanz
[VAL] Linear	
[VAL] Logarithmic (down)	Logarithmisch (nach rechts)
[VAL] Logarithmic (up)	Logarihmisch (nach links)
[VAL] Long Dashed	Lange Striche
[VAL] Lookup Table	Nachschlagetabelle
[VAL] Map Units	Karteneinheiten
[VAL] New	Neu
[VAL] No objects	Keine Objekte
[VAL] None	Nicht vorhanden
[VAL] Normal	
[VAL] Opaque	Undurchsichtig
[VAL] RGB	
[VAL] RGB Overlay	
[VAL] RTL Compression	RTL Komprimierung
[VAL] Screen	Bildschirm
[VAL] Shade	Schummerung
[VAL] Short Dashed	Kurze Striche
[VAL] Solid	Solide
[VAL] Transparent	
[VAL] Unique Symbol	Einheitliches Symbol
[VAL] Vertical	Vertikal
[VAL] [all grid systems]	[alle Rastersysteme]
[VAL] [create]	[erstellen]
[VAL] [default]	[Standardwert]
[VAL] [no choice available]	[keine Auswahl verfügbar]
[VAL] [no fields]	[keine Felder verfügbar]
[VAL] [none]	[nicht vorhanden]
[VAL] [not set]	[nicht gesetzt]
[VAL] no	nein
[VAL] no scaling	
[VAL] object	Objekt
[VAL] objects	Objekte
[VAL] ready	fertig
[VAL] scale to size range	
[VAL] yes	ja
[not set]|	
\n** Error : Invalid parameters **\n	
\nError: Please verify your xMin, yMin, xMax, yMax settings!\n	\nFehler: Bitte überprüfe deine xMin, yMin, xMax, yMax Einstellungen!\n
\nError: the method Extent by Grid(s) requires grid(s) as input!\n	\nFehler: Die Methode Ausdehnung durch Raster erfordert ein Raster als Eingabe!\n
\nError: the method Extent by Shape(s) requires shape(s) as input!\n	\nFehler: Die Methode Ausdehnung durch Vektoren erfordert eine Vektordatendatei als Eingabe!\n
\nNumber of Clusters	\nAnzahl der Gruppen
\nNumber of Variables	\nAnzahl der Variablen
\nRMS  of Residuals (stdfit):\t%f\n	\nQuadratwurzel der Reste (stdfit):\t%f\n
\nValue of Target Function	\nWert der Zielfunktion
\n\n ** Error : Could not close PDF engine ** \n\n	\n\n **Fehler: Konnte PDF-Modul nicht beenden **\n\n
\n\n ** Error : Could not save PDF file ** \n\n	\n\n **Fehler: Konnte PDF-Datei nicht speichern **\n\n
a + b * (1 - exp(-(x / c)^2))	
a + b * (1 - exp(-x / c))	
a + b / x	
a(q)	
a(q) [lower bound]	
a(q) [upper bound]	
a(s)	
a(s) [lower bound]	
a(s) [upper bound]	
abort export	
absolute	absolut
access violation	Fehlerhafter Speicherzugriff
additive	
after	nach
aggregating inside regions\n	
aggregating over all the grid\n	
all attributes	alle Attribute
all classes	alle Klassen
all directions	alle Richtungen
all entities	
all points	alle Punkte
all points in search radius	alle Punkte im Suchradius
all polygons	alle Polygone
all shapes	Alle Vektoren
analysing training areas	berechne Übungsfläche
another grid	andere Rasterdaten
append	Anhängen
append records, if table structure allows	
appending to existing table	
approximating points...	Punkte angleichend…
are in the specified directory.\n	
area	
arrow	
arrow (centered to cell)	
ascending	aufsteigend
attribute field	Attributfeld
author      	Autor
automatically save and load	automatisch speichern und laden
available module libraries	verfügbare Modulbibliotheken
available modules	verfügbare Module
average	Durchschnitt
b(q)	
b(q) [lower bound]	
b(q) [upper bound]	
ball	Ball
bar	Balken
bar (not outlined)	Balken (nicht umrandet)
before	vor
binary	binär
binary encoding	binäre Verschlüsselung
bit	
black > blue	schwarz > blau
black > green	schwarz > grün
black > red	schwarz > rot
black hat	
blue channel color	
bottom	Unten
bottom / left	
bright - dark	hell - dunkel
calculate averages	
calculate gradient magnitude	
calculate gradients	
calculating initial distances\n	
calculating splines...	Splines berechnend…
cannot execute interactive module	interaktives Modul kann nicht ausgeführt werden
cell area	
cells	
center	zentriert
center cell's aspect direcion	
central	zentral
change	Wechsel
character string	Zeichenkette
check this in case parameter 'water' is absolute water level	
check this in case seed cells are coded with absolute water level	
circle	Kreis
circle in rhombus	Kreis in Rhombus
circle in square	Kreis in Quadrat
circle in triangle (down)	Kreis in Dreieck (Spitze abwärts)
circle in triangle (up)	Kreis in Dreieck (Spitze aufwärts)
circle with rhombus	Kreis mit Rhombus
circle with square	Kreis mit Quadrat
circle with triangle (down)	Kreis mit Dreieck (Spitze abwärts)
circle with triangle (up)	Kreis mit Dreieck (Spitze aufwärts)
classification	
clay content	Tongehalt
clean up temporary data structures\n	
closing	
color	Farbe
color (rgb)	Farbe (RGB)
colors	Farben
columns	Spalten
comma	
comma (,)	
commit	
completely contained	vollkommen umschlossen
confirm	Bestätige
confirm with options	Bestätige mit Optionen
continue	fortsetzen
coordinates (offset, range, cell size, tile size)	
copyrights (c) 2006 Stefan Liersch	
corner	
could not commit/rollback transactions.	
could not connect ODBC source	
could not create geometry field	
could not create index: insufficient memory	Index konnte nicht erzeugt werden: nicht genügend Speicher
could not initialize point search engine	
could not open data source	
create data source	
create layer	
creating batch file example	erzeuge Batch-Datei als Beispiel
creating interpolator	erzeuge Interpolator
cross	
cyan - white	cyan - weiß
cylinder	Zylinder
dX	
dX (Map Units)	dX (Karteneinheiten)
dX(GridUnits)	dX(Vektoreinheiten)
dY	
dY (Map Units)	dY (Karteneinheiten)
dY(GridUnits)	dY(Vektoreinheiten)
dark - bright	dunkel - hell
database table does not exist	Datentabelle existiert nicht
date	Datum
date (dd.mm.yyyy)	Datum (dd.mm.yyyy)
day	
default	Standard
default (same brightness)	Standard (gleiche Helligkeit)
delete data source	
delete feature	
delete layer	
descending	absteigend
destriping1 filter for Grids	
destriping2 filter for values in a specified range (min-max)	
digital elevation model	
digital elevation model [m]	
digitzing a polygon	Digitalisiere ein Polygon
dilation	
direction of scan flag	
direction to the center cell	
directional components (A = x, B = y)	
directional1 average for Grids	
distance	
do not confirm	nicht bestätigen
do not show	nicht anzeigen
do not update	
down	
dragging a box	Zeichne einen Kasten
driver not found.	
dropping table	
duplicates have been identified.	Duplikate müssen erst identifiziert werden
e	
each island as separated polygon	jede Insel als abgetrenntes Polygon
edge of flight line flag	
elevation	
elevation and roughness	
ellipse	
empty	leer
empty coded function	leere Funktion
empty input list	leere Eingabeliste
empty or corrupted file	
enumeration	
erosion	
error	Fehler
exclude range	
executing module	Modulausführung
existing grid system	
exponential	
exponential weighting scheme	exponentiell gewichtetes Schema
extent of lake, coded with local water depth	
extent of lake, coded with water depth	
failed	fehlgeschlagen
failed to create index for grid	gescheitert beim Erstellen eines Index für Raster
failed to create index for table	gescheitert beim Erstellen eines Index für Tabelle
failed: could not find a suitable import driver	
feature space	
feature space and position	
field cannot be mapped to binary object	Feld kann nicht als binäres Objekt abgebildet werden
file could not be opened	
file could not be opened.	
file not found	
find local minima	
first	zu Erst
first order polynom	
first value	erster Wert
first value in order of grid list	erster Wert in Reihenfolge der Liste der Raster
fit to each grid	
fit to overall 1.5 standard deviation	
fit to overall 2.0 standard deviation	
fit to overall range	
fit to page	an Seite anpassen
fit to value	
fixed cell height	feste Zellenhöhe
fixed value	fester Wert
floating point	
flow width (original)	
function evaluations	
function fitting failed !	
function norm	
function not found	Funktion nicht gefunden
function table full	Funktionstabelle voll
fvec	
gaussian	
gaussian kernel	
gaussian weighting	
gaussian weighting scheme	gewichtetes Gaussches Schema
geographical	
gps-time	
gradient (degree)	
gradient (tangens)	
green > blue	grün > blau
green > grey > blue	grün > grau > blau
green > red > blue	grün > rot > blau
green channel color	
greyscale	Graustufen
grid	Raster
grid project	Rasterprojekt
grid system	
guam	
h	
height	
highest z	höchster z
horizontal	
if empty shapes layers's name is used as table name	
if less than 100, it is distinguished between interior and core forest	wenn weniger als 100, ist es kennzeichnend zwischen Innerem- und Kernwald
image	Bild
immediate	direkt
improper function syntax	unsachgemäße Funktionssyntax
incidence calculation	
include range	
index out of bounds	Index außerhalb der Regeln
initialising gradient...	
initialising planetary bending...	
initialization	
input	Eingabe
input file	Eingabedatei
instable (thawing)	
intensity	
interactive	interaktiv
interactive execution	interaktive Ausführung
interpolating	interpolierend
interpolating grid: 	interpoliere Raster:
intersects	Schnittmenge
invalid E00 file	
invalid control points	
invalid filter matrix	
invalid formula !	
invalid geographic coordinate system / datum	
invalid input	unzulässige Eingabe
invalid module libraries path	falscher Dateipfad zur Modulbibliothek
invalid number of parameters	unzulässige Zahl an Parametern
invalid or empty shapes layer	
invalid points have been skipped	
invalid utm zone	
inverse distance to a power	inverse Entfernung zu einem Schwerpunkt
inverse transformation not available	
is ignored if set to zero	wird nicht berücksichtigt wenn auf Null gesetzt
j-shaped	j-förmig
k factor	
keep original line attributes	
label minima	
last	zu Letzt
last opened	zuletzt geöffnet
last value	letzter Wert
least significant first	
left	links
level	Level
level 1	Level 1
level 2	Level 2
library name	Bibliotheksname
library path	Bibliothekspfad
line simplification can only be applied to lines and polygons	
linear	
linearly decreasing within search radius	mit dem Suchradius linear abnehmend
lines	
loading	
local time	
local water depth or absolute water level at the user specified cell	
localhost	
lowest z	niedrigster z
m	
m2	
m2/h	
magenta - white	magenta - weiß
mahalanobis distance	Mahalanobisentfernung
mark breaks in first line	
masking...	maskieren…
match input data	
mathematical	
max	
max. change	max. Wechsel
max_sd	
maxima	
maximum	
maximum likelihood	Maximale Wahrscheinlichkeit
maximum number of observations	
maximum number of points	maximale Anzahl der Punkte
maximum value	Maximalwert
maximum x value	maximaler x-Wert
maximum y value	maximaler y-Wert
mean	Mittel
mean value	Mittelwert
median|quartiles|deciles|5% interval|	Mittelwert|Viertel|zehntel|5 % Intervall|
merging grid	verschmelze Raster
min	
min < value < max	min < Wert < max
min < value <= max	min < Wert <= max
min <= value < max	min <= Wert < max
min <= value <= max	min <= Wert <= max
min_sd	
minima	
minima and maxima	
minimum	Minimum
minimum distance	Minimale Entfernung
minimum slope angle preserved from one cell to the next, zero results in flat areas [Degree]	
minimum value	Minimalwert
minimum x value	minimaler x-Wert
minimum y value	minimaler y-Wert
missing operand	fehlender Operand
module	Modul
module library	Modulbibliothek
module library not found	Modulbibliothek nicht gefunden
module name 	Modulname
module not found	Modul nicht gefunden
moment	
more than one field in selection	mehr als ein Feld ausgewählt
morpological gradient	
most significant first	
multi scale	
multiplicative	vielfach
n	
new	neu
new value	neuer Wert
no	nein
no 'get extents' support for single point layers	keine ´get extents´Unterstützung für Einzelpunkt-Vektorebenen
no attributes in table	keine Attribute in der Tabelle
no conversion (areas already given as specific catchment area)	
no data values	keine Datenwerte
no data values >> value	keine Datenwerte >> Wert
no database connection	Keine Datenbankverbindung
no description available	
no distance weighting	
no features to buffer.	keine Eigenschaften zum Puffern.
no fields in selection	Keine Felder in der Auswahl
no gaps	Keine Lücken.
no grid in list	
no histogram for unclassified data	kein Histogramm für unbestimmte Werte
no intersection with mask grid.	Keine Schnittmenge mit Maskierungsraster.
no layers in data source	
no memory	kein Speicher
no projection specified	
no projection type defined	
no search radius (global)	kein Suchradius (global)
no shapes for intersection found	
no target specified	
no translation available	
no valid module library found in path	keine gültige Modulbibliothek gefunden
no variation in point pattern	
nodes	
noise variance given as absolute value	Varianz des Rauschens gegeben als absoluter Wert
noise variance given relative to mean standard deviation	Varianz des Rauschens gegeben als Mittelwert der Standardabweichung
non-linear response term	
none	
nonlinear	
normal|down under|	
not enough neighbours	
not enough observations	
not enough points for interpolation	
not enough points to perform pattern analysis	
nothing to do: no data in selection	
number of cells in S-N direction	Anzahl der Zellen in S-N-Richtung
number of cells in W-E direction	Anzahl der Zellen in W-E-Richtung
number of dropped shapes	
number of grid cells per tile	
number of pits above threshold level	
number of points	
number of processed sinks	
number of returns of given pulse	
number of the return	
okay	
old value	alter Wert
one layer for all points	eine Ebene für alle Punkte
one multi-line per polygon	
one single (multi-)polygon object	ein einzelnes (multi-)polygon Objekt
one single class specified by class identifier	eine einzelne Klasse spezifiziert durch Klassenidentifizierer
only during start up phase	nur während der Programminitialisierung
only entities with layer definition	
only entities without layer definition	
only shapes with table entry	nur Vektoren mit Tabelleneinträgen
only z	nur z
open transactions committed	
open transactions rollbacked	
opening	
operator	Operator
optional	
optional input	optionale Eingabe
